Longitud,Amplitud
876.33,4.07E+00
877.07,2.50E+00
877.81,2.97E+00
878.55,2.77E+00
879.29,3.94E+00
880.03,3.72E+00
880.77,3.49E+00
881.51,3.26E+00
882.25,3.28E+00
882.99,3.74E+00
883.73,3.28E+00
884.47,2.82E+00
885.21,3.08E+00
885.95,3.32E+00
886.69,3.56E+00
887.43,2.60E+00
888.17,3.30E+00
888.91,3.78E+00
889.65,3.10E+00
890.39,3.12E+00
891.13,3.13E+00
891.87,3.37E+00
892.61,4.33E+00
893.35,3.86E+00
894.08,2.90E+00
894.82,3.16E+00
895.56,3.42E+00
896.3,2.95E+00
897.04,4.69E+00
897.78,4.72E+00
898.52,3.97E+00
899.25,4.97E+00
899.99,3.24E+00
900.73,4.26E+00
901.47,4.30E+00
902.21,4.07E+00
902.95,5.86E+00
903.68,3.83E+00
904.42,4.86E+00
905.16,5.13E+00
905.9,4.90E+00
906.63,4.15E+00
907.37,5.22E+00
908.11,3.68E+00
908.85,5.03E+00
909.58,3.72E+00
910.32,4.53E+00
911.06,3.48E+00
911.8,4.56E+00
912.53,3.23E+00
913.27,4.07E+00
914.01,4.66E+00
914.74,3.87E+00
915.48,4.46E+00
916.22,2.80E+00
916.95,3.38E+00
917.69,5.08E+00
918.43,2.55E+00
919.16,2.85E+00
919.9,3.16E+00
920.63,2.90E+00
921.37,3.80E+00
922.11,3.53E+00
922.84,4.14E+00
923.58,3.28E+00
924.31,1.80E+00
925.05,1.81E+00
925.78,3.37E+00
926.52,4.03E+00
927.25,3.76E+00
927.99,3.16E+00
928.73,2.87E+00
929.46,2.57E+00
930.2,3.24E+00
930.93,2.63E+00
